filename,width,height,class,xmin,ymin,xmax,ymax
109.jpg,225,225,pothole,1,144,225,211
11.jpg,284,177,pothole,90,89,148,130
111.jpg,275,183,pothole,55,80,135,159
111.jpg,275,183,pothole,176,89,237,132
111.jpg,275,183,pothole,196,134,255,183
111.jpg,275,183,pothole,87,36,117,65
111.jpg,275,183,pothole,121,61,181,78
111.jpg,275,183,pothole,156,36,181,53
111.jpg,275,183,pothole,123,36,152,56
112.jpg,300,168,pothole,15,124,231,161
113.jpg,275,183,pothole,83,127,118,147
114.jpg,290,174,pothole,29,42,93,66
114.jpg,290,174,pothole,40,71,78,95
114.jpg,290,174,pothole,91,72,146,105
114.jpg,290,174,pothole,148,75,219,139
114.jpg,290,174,pothole,221,91,287,142
114.jpg,290,174,pothole,279,148,290,157
115.jpg,300,168,pothole,85,114,104,128
115.jpg,300,168,pothole,169,131,233,158
115.jpg,300,168,pothole,238,112,300,156
116.jpg,275,183,pothole,59,94,200,183
117.jpg,275,183,pothole,2,34,275,179
118.jpg,262,192,pothole,4,86,122,175
118.jpg,262,192,pothole,170,118,232,140
118.jpg,262,192,pothole,229,147,262,175
118.jpg,262,192,pothole,117,54,143,66
118.jpg,262,192,pothole,177,53,200,66
118.jpg,262,192,pothole,170,82,215,103
118.jpg,262,192,pothole,221,74,237,95
119.jpg,275,183,pothole,1,146,56,183
119.jpg,275,183,pothole,57,111,105,138
119.jpg,275,183,pothole,63,91,123,109
119.jpg,275,183,pothole,95,152,123,172
119.jpg,275,183,pothole,140,149,169,167
119.jpg,275,183,pothole,181,163,212,183
119.jpg,275,183,pothole,116,110,138,121
119.jpg,275,183,pothole,135,126,159,141
119.jpg,275,183,pothole,142,93,191,122
119.jpg,275,183,pothole,116,74,159,92
119.jpg,275,183,pothole,94,63,114,85
119.jpg,275,183,pothole,160,40,271,70
119.jpg,275,183,pothole,194,73,275,127
12.jpg,259,194,pothole,90,84,259,141
12.jpg,259,194,pothole,18,54,90,89
12.jpg,259,194,pothole,81,28,146,45
12.jpg,259,194,pothole,1,123,87,194
120.jpg,299,169,pothole,1,127,86,169
120.jpg,299,169,pothole,139,111,253,169
121.jpg,275,183,pothole,2,117,274,183
122.jpg,310,163,pothole,1,44,281,163
123.jpg,274,184,pothole,2,112,68,161
123.jpg,274,184,pothole,1,86,46,112
123.jpg,274,184,pothole,74,109,143,164
123.jpg,274,184,pothole,149,136,166,147
123.jpg,274,184,pothole,100,88,136,108
123.jpg,274,184,pothole,53,83,86,97
123.jpg,274,184,pothole,146,98,175,113
123.jpg,274,184,pothole,154,79,183,95
124.jpg,275,183,pothole,18,110,189,183
124.jpg,275,183,pothole,51,64,144,110
124.jpg,275,183,pothole,219,64,275,116
125.jpg,297,169,pothole,109,5,236,31
125.jpg,297,169,pothole,1,46,297,165
126.jpg,225,225,pothole,86,98,143,121
126.jpg,225,225,pothole,2,87,84,120
126.jpg,225,225,pothole,93,58,134,95
127.jpg,275,183,pothole,27,112,268,183
128.jpg,276,183,pothole,1,126,81,183
128.jpg,276,183,pothole,123,90,169,118
128.jpg,276,183,pothole,175,70,203,80
128.jpg,276,183,pothole,197,58,221,66
129.jpg,284,177,pothole,24,110,97,128
129.jpg,284,177,pothole,114,88,250,113
13.jpg,318,159,pothole,30,116,110,154
13.jpg,318,159,pothole,29,67,88,90
13.jpg,318,159,pothole,83,52,172,67
13.jpg,318,159,pothole,145,69,248,95
13.jpg,318,159,pothole,130,98,318,158
13.jpg,318,159,pothole,253,78,318,95
13.jpg,318,159,pothole,1,57,27,88
13.jpg,318,159,pothole,297,40,318,59
13.jpg,318,159,pothole,180,46,224,70
131.jpg,259,194,pothole,2,85,259,189
131.jpg,259,194,pothole,84,37,149,81
131.jpg,259,194,pothole,173,46,259,83
132.jpg,273,185,pothole,77,45,136,89
132.jpg,273,185,pothole,140,91,161,121
132.jpg,273,185,pothole,145,3,178,90
133.jpg,332,152,pothole,1,58,97,89
133.jpg,332,152,pothole,1,96,49,124
133.jpg,332,152,pothole,51,90,91,105
133.jpg,332,152,pothole,1,1,65,52
133.jpg,332,152,pothole,79,2,332,47
133.jpg,332,152,pothole,101,49,332,105
133.jpg,332,152,pothole,243,107,332,146
134.jpg,292,173,pothole,31,93,126,170
134.jpg,292,173,pothole,135,81,289,147
134.jpg,292,173,pothole,29,60,94,91
134.jpg,292,173,pothole,95,30,164,64
134.jpg,292,173,pothole,138,64,212,84
134.jpg,292,173,pothole,145,142,179,171
134.jpg,292,173,pothole,229,149,292,169
135.jpg,225,225,pothole,18,87,146,132
135.jpg,225,225,pothole,153,77,222,105
136.jpg,277,182,pothole,1,115,272,170
136.jpg,277,182,pothole,63,60,209,116
136.jpg,277,182,pothole,1,65,61,114
137.jpg,194,259,pothole,77,175,122,210
137.jpg,194,259,pothole,1,139,55,172
137.jpg,194,259,pothole,132,144,181,191
137.jpg,194,259,pothole,71,141,118,172
138.jpg,450,112,pothole,1,37,206,110
138.jpg,450,112,pothole,209,63,290,111
138.jpg,450,112,pothole,85,1,138,21
138.jpg,450,112,pothole,227,1,287,29
14.jpg,259,194,pothole,1,105,56,157
14.jpg,259,194,pothole,96,87,148,141
14.jpg,259,194,pothole,110,58,135,68
14.jpg,259,194,pothole,105,42,132,54
14.jpg,259,194,pothole,216,71,259,91
141.jpg,265,190,pothole,36,109,102,143
141.jpg,265,190,pothole,1,50,43,77
141.jpg,265,190,pothole,107,131,143,168
141.jpg,265,190,pothole,97,48,260,101
141.jpg,265,190,pothole,186,108,232,147
141.jpg,265,190,pothole,160,136,179,150
141.jpg,265,190,pothole,26,2,72,12
141.jpg,265,190,pothole,87,2,229,36
141.jpg,265,190,pothole,167,39,198,48
142.jpg,275,183,pothole,118,96,222,126
142.jpg,275,183,pothole,2,126,272,165
143.jpg,300,168,pothole,54,111,129,142
143.jpg,300,168,pothole,138,94,171,113
143.jpg,300,168,pothole,161,115,216,129
143.jpg,300,168,pothole,23,149,62,168
144.jpg,301,167,pothole,12,143,51,158
144.jpg,301,167,pothole,6,90,82,132
144.jpg,301,167,pothole,54,70,89,89
144.jpg,301,167,pothole,95,116,180,166
144.jpg,301,167,pothole,62,150,93,167
144.jpg,301,167,pothole,189,120,301,150
144.jpg,301,167,pothole,186,152,301,166
144.jpg,301,167,pothole,150,74,190,115
144.jpg,301,167,pothole,94,66,145,107
144.jpg,301,167,pothole,197,71,245,119
144.jpg,301,167,pothole,251,67,299,118
144.jpg,301,167,pothole,147,52,186,74
145.jpg,225,225,pothole,21,91,104,144
145.jpg,225,225,pothole,9,148,64,219
146.jpg,299,168,pothole,31,73,263,168
147.jpg,259,194,pothole,118,98,259,142
147.jpg,259,194,pothole,156,145,250,193
147.jpg,259,194,pothole,194,73,259,93
148.jpg,259,194,pothole,13,17,259,181
15.jpg,274,184,pothole,91,86,170,113
15.jpg,274,184,pothole,187,41,220,61
15.jpg,274,184,pothole,203,69,274,183
15.jpg,274,184,pothole,241,31,274,67
15.jpg,274,184,pothole,157,151,204,184
150.jpg,268,188,pothole,87,94,260,183
150.jpg,268,188,pothole,90,1,153,41
150.jpg,268,188,pothole,177,3,268,52
150.jpg,268,188,pothole,3,119,54,188
151.jpg,355,142,pothole,79,94,124,129
151.jpg,355,142,pothole,97,44,302,87
151.jpg,355,142,pothole,196,91,285,132
151.jpg,355,142,pothole,126,33,152,43
151.jpg,355,142,pothole,318,37,354,70
153.jpg,177,285,pothole,7,79,177,263
155.jpg,275,183,pothole,65,50,275,142
155.jpg,275,183,pothole,1,118,59,173
156.jpg,281,179,pothole,111,78,148,96
156.jpg,281,179,pothole,161,67,187,84
156.jpg,281,179,pothole,176,96,226,130
156.jpg,281,179,pothole,104,142,125,162
156.jpg,281,179,pothole,19,91,57,120
156.jpg,281,179,pothole,238,128,273,156
157.jpg,261,193,pothole,14,23,225,147
157.jpg,261,193,pothole,177,139,261,186
159.jpg,213,237,pothole,51,56,197,236
16.jpg,300,168,pothole,1,86,128,150
16.jpg,300,168,pothole,193,67,300,126
16.jpg,300,168,pothole,233,127,300,162
16.jpg,300,168,pothole,136,111,191,168
16.jpg,300,168,pothole,98,55,156,71
16.jpg,300,168,pothole,162,42,206,60
16.jpg,300,168,pothole,215,37,297,67
16.jpg,300,168,pothole,1,25,30,46
162.jpg,259,194,pothole,2,112,120,194
162.jpg,259,194,pothole,123,121,178,160
162.jpg,259,194,pothole,136,105,259,122
162.jpg,259,194,pothole,180,124,221,154
162.jpg,259,194,pothole,164,83,259,106
162.jpg,259,194,pothole,71,89,105,105
164.jpg,275,183,pothole,77,145,275,182
165.jpg,194,259,pothole,70,123,156,189
165.jpg,194,259,pothole,3,79,64,135
165.jpg,194,259,pothole,9,182,69,255
165.jpg,194,259,pothole,72,195,194,258
166.jpg,285,177,pothole,2,99,98,127
166.jpg,285,177,pothole,73,129,186,177
166.jpg,285,177,pothole,103,105,180,127
166.jpg,285,177,pothole,153,88,213,105
167.jpg,268,188,pothole,1,42,268,118
168.jpg,300,168,pothole,1,73,225,168
168.jpg,300,168,pothole,29,1,74,9
168.jpg,300,168,pothole,176,32,221,66
168.jpg,300,168,pothole,81,37,120,69
169.jpg,260,194,pothole,132,96,198,138
17.jpg,206,245,pothole,3,116,205,245
170.jpg,271,186,pothole,2,142,41,186
170.jpg,271,186,pothole,1,84,51,122
170.jpg,271,186,pothole,1,51,23,74
170.jpg,271,186,pothole,31,57,74,76
170.jpg,271,186,pothole,87,55,110,69
170.jpg,271,186,pothole,34,37,56,45
170.jpg,271,186,pothole,58,89,83,99
170.jpg,271,186,pothole,154,161,202,186
170.jpg,271,186,pothole,74,96,164,148
170.jpg,271,186,pothole,116,69,138,79
170.jpg,271,186,pothole,144,68,168,82
170.jpg,271,186,pothole,115,39,143,64
170.jpg,271,186,pothole,150,15,210,53
170.jpg,271,186,pothole,185,54,225,73
170.jpg,271,186,pothole,172,88,271,168
170.jpg,271,186,pothole,154,167,214,185
170.jpg,271,186,pothole,213,27,255,55
170.jpg,271,186,pothole,233,50,270,87
172.jpg,259,194,pothole,1,154,43,193
172.jpg,259,194,pothole,53,107,107,164
172.jpg,259,194,pothole,1,67,51,134
172.jpg,259,194,pothole,54,59,104,105
172.jpg,259,194,pothole,193,130,236,194
172.jpg,259,194,pothole,116,114,189,151
172.jpg,259,194,pothole,136,52,192,115
172.jpg,259,194,pothole,194,89,229,128
172.jpg,259,194,pothole,126,168,194,194
172.jpg,259,194,pothole,1,17,52,63
172.jpg,259,194,pothole,54,16,103,63
172.jpg,259,194,pothole,106,22,143,52
172.jpg,259,194,pothole,151,27,176,53
172.jpg,259,194,pothole,107,54,136,110
174.jpg,225,225,pothole,12,174,96,221
174.jpg,225,225,pothole,12,59,88,110
174.jpg,225,225,pothole,131,31,196,66
175.jpg,274,184,pothole,79,6,249,151
176.jpg,275,183,pothole,81,77,153,101
176.jpg,275,183,pothole,4,103,275,153
176.jpg,275,183,pothole,187,44,275,103
176.jpg,275,183,pothole,226,156,275,180
178.jpg,300,168,pothole,52,72,179,131
18.jpg,292,173,pothole,1,103,176,159
18.jpg,292,173,pothole,180,129,230,159
18.jpg,292,173,pothole,109,80,171,100
18.jpg,292,173,pothole,160,59,246,92
181.jpg,299,168,pothole,50,109,138,162
181.jpg,299,168,pothole,214,46,275,77
181.jpg,299,168,pothole,3,73,31,88
181.jpg,299,168,pothole,1,111,31,142
181.jpg,299,168,pothole,18,146,48,166
181.jpg,299,168,pothole,191,23,225,39
181.jpg,299,168,pothole,130,33,182,65
182.jpg,299,169,pothole,2,81,29,100
182.jpg,299,169,pothole,4,130,33,161
182.jpg,299,169,pothole,104,114,156,169
182.jpg,299,169,pothole,164,129,206,169
182.jpg,299,169,pothole,172,87,272,137
182.jpg,299,169,pothole,104,11,152,90
182.jpg,299,169,pothole,155,59,178,75
182.jpg,299,169,pothole,178,39,221,53
184.jpg,278,182,pothole,159,37,226,115
184.jpg,278,182,pothole,60,118,246,182
186.jpg,262,193,pothole,112,95,151,122
186.jpg,262,193,pothole,154,59,198,112
186.jpg,262,193,pothole,194,3,223,35
186.jpg,262,193,pothole,61,105,90,136
186.jpg,262,193,pothole,71,147,201,172
187.jpg,288,175,pothole,99,109,288,174
187.jpg,288,175,pothole,1,132,75,175
187.jpg,288,175,pothole,210,71,288,105
188.jpg,250,202,pothole,90,125,250,200
188.jpg,250,202,pothole,194,85,241,125
189.jpg,259,194,pothole,110,81,189,132
19.jpg,318,159,pothole,71,52,237,124
19.jpg,318,159,pothole,1,46,33,92
19.jpg,318,159,pothole,7,127,67,159
19.jpg,318,159,pothole,268,36,314,86
19.jpg,318,159,pothole,94,2,190,36
19.jpg,318,159,pothole,1,3,32,21
190.jpg,275,183,pothole,76,58,231,153
193.jpg,276,183,pothole,32,45,209,136
193.jpg,276,183,pothole,220,7,266,67
194.jpg,310,162,pothole,118,81,199,126
195.jpg,275,183,pothole,58,29,244,150
197.jpg,292,173,pothole,53,109,283,156
198.jpg,275,183,pothole,74,106,191,167
198.jpg,275,183,pothole,6,136,59,183
199.jpg,275,183,pothole,10,94,247,168
2.jpg,259,194,pothole,16,123,259,188
2.jpg,259,194,pothole,75,85,193,119
20.jpg,169,225,pothole,38,132,133,181
20.jpg,169,225,pothole,63,94,94,124
20.jpg,169,225,pothole,99,115,135,132
200.jpg,292,173,pothole,33,83,229,154
201.jpg,299,168,pothole,1,117,239,168
201.jpg,299,168,pothole,1,75,83,102
201.jpg,299,168,pothole,108,99,203,120
201.jpg,299,168,pothole,89,54,126,80
201.jpg,299,168,pothole,177,61,299,98
201.jpg,299,168,pothole,244,100,299,149
202.jpg,300,168,pothole,55,127,144,167
202.jpg,300,168,pothole,56,90,86,122
202.jpg,300,168,pothole,1,13,148,74
202.jpg,300,168,pothole,177,17,300,73
202.jpg,300,168,pothole,158,121,300,167
203.jpg,318,159,pothole,7,69,318,157
204.jpg,300,168,pothole,5,105,158,168
205.jpg,300,168,pothole,30,124,75,166
206.jpg,330,153,pothole,17,39,88,100
206.jpg,330,153,pothole,251,51,305,75
207.jpg,241,209,pothole,32,143,122,162
207.jpg,241,209,pothole,153,142,193,169
207.jpg,241,209,pothole,148,175,221,209
208.jpg,275,183,pothole,9,116,173,157
208.jpg,275,183,pothole,133,83,155,116
209.jpg,177,285,pothole,1,162,177,264
21.jpg,278,181,pothole,69,78,225,159
210.jpg,284,177,pothole,64,112,284,172
210.jpg,284,177,pothole,198,62,248,106
211.jpg,284,177,pothole,33,50,94,71
211.jpg,284,177,pothole,1,84,37,123
211.jpg,284,177,pothole,124,40,158,58
211.jpg,284,177,pothole,47,68,278,167
216.jpg,275,183,pothole,37,130,162,183
217.jpg,275,183,pothole,58,117,138,160
22.jpg,300,168,pothole,52,59,267,168
221.jpg,259,194,pothole,67,116,184,177
221.jpg,259,194,pothole,67,88,169,113
221.jpg,259,194,pothole,175,99,254,124
222.jpg,274,184,pothole,36,102,194,184
223.jpg,259,194,pothole,1,97,130,143
223.jpg,259,194,pothole,154,111,259,184
224.jpg,259,194,pothole,53,163,106,194
224.jpg,259,194,pothole,111,130,259,176
224.jpg,259,194,pothole,2,98,112,133
224.jpg,259,194,pothole,177,112,207,127
224.jpg,259,194,pothole,154,77,193,109
226.jpg,215,235,pothole,85,118,140,136
227.jpg,259,194,pothole,32,125,121,188
229.jpg,275,183,pothole,47,122,216,177
23.jpg,259,194,pothole,60,55,164,84
23.jpg,259,194,pothole,178,48,216,68
23.jpg,259,194,pothole,97,99,228,194
234.jpg,259,194,pothole,48,31,153,97
234.jpg,259,194,pothole,101,1,161,20
234.jpg,259,194,pothole,13,151,55,181
234.jpg,259,194,pothole,113,126,172,171
236.jpg,300,168,pothole,90,84,192,168
237.jpg,300,168,pothole,58,60,222,168
239.jpg,276,183,pothole,1,82,176,183
24.jpg,299,168,pothole,43,77,188,126
24.jpg,299,168,pothole,2,69,43,166
24.jpg,299,168,pothole,70,42,166,75
24.jpg,299,168,pothole,125,131,198,168
24.jpg,299,168,pothole,220,34,299,77
240.jpg,311,162,pothole,22,87,88,121
240.jpg,311,162,pothole,157,61,205,112
240.jpg,311,162,pothole,55,68,123,81
242.jpg,176,286,pothole,13,112,176,263
242.jpg,176,286,pothole,1,64,111,110
242.jpg,176,286,pothole,1,5,100,62
243.jpg,296,170,pothole,4,85,285,138
245.jpg,225,225,pothole,58,49,191,151
246.jpg,275,183,pothole,68,96,164,139
247.jpg,300,168,pothole,7,72,28,87
247.jpg,300,168,pothole,74,124,120,168
247.jpg,300,168,pothole,160,85,203,129
247.jpg,300,168,pothole,147,54,192,82
248.jpg,272,185,pothole,63,136,258,185
248.jpg,272,185,pothole,2,108,75,135
248.jpg,272,185,pothole,108,38,161,61
248.jpg,272,185,pothole,169,23,224,39
25.jpg,300,168,pothole,103,47,189,168
250.jpg,262,192,pothole,59,38,251,151
251.jpg,276,183,pothole,73,105,204,135
252.jpg,259,194,pothole,12,8,259,193
253.jpg,276,183,pothole,107,134,184,181
253.jpg,276,183,pothole,122,102,164,127
253.jpg,276,183,pothole,183,96,217,113
253.jpg,276,183,pothole,230,102,271,127
253.jpg,276,183,pothole,87,68,118,124
253.jpg,276,183,pothole,68,129,102,179
253.jpg,276,183,pothole,142,41,213,67
253.jpg,276,183,pothole,133,82,179,97
253.jpg,276,183,pothole,138,69,173,77
253.jpg,276,183,pothole,187,69,230,83
254.jpg,300,168,pothole,111,75,218,124
254.jpg,300,168,pothole,222,103,300,158
254.jpg,300,168,pothole,190,140,220,165
254.jpg,300,168,pothole,65,78,83,87
254.jpg,300,168,pothole,27,93,54,106
254.jpg,300,168,pothole,223,55,293,100
255.jpg,225,225,pothole,28,75,195,173
256.jpg,275,183,pothole,80,131,163,169
258.jpg,300,168,pothole,92,68,156,86
258.jpg,300,168,pothole,42,123,155,168
258.jpg,300,168,pothole,75,90,121,104
258.jpg,300,168,pothole,128,55,205,71
259.jpg,275,183,pothole,94,93,156,139
259.jpg,275,183,pothole,16,152,162,183
26.jpg,259,194,pothole,27,147,64,164
26.jpg,259,194,pothole,76,151,128,183
26.jpg,259,194,pothole,5,114,67,146
26.jpg,259,194,pothole,92,115,150,150
26.jpg,259,194,pothole,156,106,183,143
262.jpg,300,168,pothole,1,87,300,165
263.jpg,295,171,pothole,26,82,74,100
263.jpg,295,171,pothole,91,134,162,167
263.jpg,295,171,pothole,87,75,133,109
263.jpg,295,171,pothole,24,30,80,72
264.jpg,275,184,pothole,128,101,194,147
265.jpg,275,183,pothole,83,101,275,181
266.jpg,292,172,pothole,23,76,214,164
268.jpg,267,189,pothole,69,139,170,172
27.jpg,250,201,pothole,1,130,196,201
27.jpg,250,201,pothole,29,100,161,127
27.jpg,250,201,pothole,43,70,116,99
27.jpg,250,201,pothole,86,6,168,67
271.jpg,299,168,pothole,40,100,231,168
272.jpg,300,168,pothole,1,1,74,36
272.jpg,300,168,pothole,1,38,300,128
272.jpg,300,168,pothole,1,128,104,166
275.jpg,275,183,pothole,15,63,169,144
275.jpg,275,183,pothole,174,64,243,90
275.jpg,275,183,pothole,20,149,79,177
275.jpg,275,183,pothole,217,97,275,129
275.jpg,275,183,pothole,39,44,168,63
276.jpg,300,168,pothole,83,60,234,122
277.jpg,268,188,pothole,66,25,210,152
279.jpg,240,210,pothole,111,135,240,180
279.jpg,240,210,pothole,16,162,76,197
279.jpg,240,210,pothole,194,82,240,113
279.jpg,240,210,pothole,86,104,175,116
28.jpg,310,163,pothole,55,114,143,163
28.jpg,310,163,pothole,91,68,212,112
280.jpg,177,285,pothole,16,202,152,254
281.jpg,275,183,pothole,89,119,169,183
281.jpg,275,183,pothole,33,14,154,51
281.jpg,275,183,pothole,160,46,275,109
282.jpg,259,194,pothole,139,121,241,155
285.jpg,253,199,pothole,95,63,238,164
290.jpg,252,200,pothole,22,145,116,188
290.jpg,252,200,pothole,107,113,186,141
291.jpg,262,192,pothole,68,34,208,125
297.jpg,275,184,pothole,60,83,235,160
298.jpg,306,165,pothole,131,9,185,92
298.jpg,306,165,pothole,93,115,221,163
300.jpg,275,183,pothole,1,111,267,183
301.jpg,300,168,pothole,41,74,71,93
301.jpg,300,168,pothole,102,102,141,138
301.jpg,300,168,pothole,106,80,129,93
301.jpg,300,168,pothole,143,78,169,94
301.jpg,300,168,pothole,180,89,197,100
301.jpg,300,168,pothole,201,79,256,111
301.jpg,300,168,pothole,268,92,285,102
301.jpg,300,168,pothole,173,65,202,78
303.jpg,275,183,pothole,16,89,239,157
31.jpg,275,183,pothole,51,55,221,118
310.jpg,177,285,pothole,12,116,157,208
312.jpg,290,174,pothole,9,10,51,42
312.jpg,290,174,pothole,8,81,71,114
312.jpg,290,174,pothole,2,62,52,81
312.jpg,290,174,pothole,88,135,119,158
312.jpg,290,174,pothole,104,162,141,174
312.jpg,290,174,pothole,153,13,213,53
312.jpg,290,174,pothole,224,80,290,116
314.jpg,299,168,pothole,135,124,223,143
314.jpg,299,168,pothole,124,72,170,104
315.jpg,287,176,pothole,130,72,281,100
317.jpg,176,286,pothole,9,92,176,246
318.jpg,299,169,pothole,38,76,157,169
318.jpg,299,169,pothole,117,34,246,74
318.jpg,299,169,pothole,160,79,262,169
319.jpg,299,168,pothole,24,136,73,168
319.jpg,299,168,pothole,100,90,212,168
319.jpg,299,168,pothole,72,42,120,81
319.jpg,299,168,pothole,131,49,177,80
32.jpg,259,194,pothole,1,95,42,140
32.jpg,259,194,pothole,52,110,85,140
32.jpg,259,194,pothole,2,60,70,92
32.jpg,259,194,pothole,130,88,187,105
32.jpg,259,194,pothole,131,133,174,154
32.jpg,259,194,pothole,117,153,138,164
32.jpg,259,194,pothole,77,73,116,101
32.jpg,259,194,pothole,136,62,184,78
32.jpg,259,194,pothole,180,136,223,158
32.jpg,259,194,pothole,183,111,204,129
32.jpg,259,194,pothole,190,83,214,108
32.jpg,259,194,pothole,23,24,71,56
32.jpg,259,194,pothole,157,24,182,61
33.jpg,262,193,pothole,50,103,110,144
330.jpg,273,185,pothole,57,133,169,185
330.jpg,273,185,pothole,177,148,273,178
332.jpg,259,194,pothole,43,93,119,162
332.jpg,259,194,pothole,90,25,164,56
332.jpg,259,194,pothole,168,73,204,103
332.jpg,259,194,pothole,229,81,259,127
334.jpg,290,174,pothole,49,47,185,147
337.jpg,294,171,pothole,33,89,174,140
340.jpg,262,192,pothole,20,19,236,134
344.jpg,275,183,pothole,81,48,210,127
345.jpg,300,168,pothole,4,84,136,166
345.jpg,300,168,pothole,139,84,295,166
347.jpg,259,194,pothole,2,52,224,165
348.jpg,275,183,pothole,122,71,274,175
348.jpg,275,183,pothole,1,83,41,154
348.jpg,275,183,pothole,119,21,176,59
349.jpg,275,183,pothole,104,117,196,159
35.jpg,300,168,pothole,39,78,83,96
35.jpg,300,168,pothole,72,56,124,74
35.jpg,300,168,pothole,71,44,95,55
35.jpg,300,168,pothole,116,24,163,46
35.jpg,300,168,pothole,115,7,160,24
35.jpg,300,168,pothole,1,96,13,114
35.jpg,300,168,pothole,216,39,278,55
36.jpg,275,183,pothole,88,93,243,162
39.jpg,225,225,pothole,1,84,189,225
39.jpg,225,225,pothole,28,39,225,83
4.jpg,252,200,pothole,98,105,246,162
4.jpg,252,200,pothole,95,76,191,103
4.jpg,252,200,pothole,80,18,129,72
41.jpg,259,194,pothole,76,78,183,165
43.jpg,311,162,pothole,85,87,203,128
43.jpg,311,162,pothole,32,146,167,162
43.jpg,311,162,pothole,210,100,311,156
44.jpg,275,183,pothole,34,18,147,89
45.jpg,275,183,pothole,99,107,203,157
47.jpg,300,168,pothole,74,15,248,167
48.jpg,310,163,pothole,134,67,165,85
48.jpg,310,163,pothole,101,42,129,51
48.jpg,310,163,pothole,181,117,207,141
49.jpg,275,183,pothole,89,118,199,183
5.jpg,300,168,pothole,111,88,219,152
50.jpg,292,173,pothole,2,42,146,166
50.jpg,292,173,pothole,159,92,284,173
52.jpg,259,194,pothole,4,142,56,189
52.jpg,259,194,pothole,65,122,259,160
53.jpg,276,183,pothole,104,103,217,170
55.jpg,273,185,pothole,1,152,30,183
55.jpg,273,185,pothole,119,137,140,151
55.jpg,273,185,pothole,156,132,188,146
55.jpg,273,185,pothole,184,158,222,177
55.jpg,273,185,pothole,192,143,216,154
55.jpg,273,185,pothole,176,121,198,129
55.jpg,273,185,pothole,119,91,141,103
55.jpg,273,185,pothole,138,105,161,115
57.jpg,298,169,pothole,139,126,202,156
57.jpg,298,169,pothole,123,87,202,120
57.jpg,298,169,pothole,117,51,184,87
58.jpg,300,168,pothole,105,80,199,112
59.jpg,251,201,pothole,70,125,146,156
6.jpg,273,185,pothole,99,77,191,127
6.jpg,273,185,pothole,112,5,170,24
6.jpg,273,185,pothole,216,135,269,179
60.jpg,275,183,pothole,99,132,160,183
61.jpg,299,169,pothole,81,64,122,94
61.jpg,299,169,pothole,87,100,137,123
61.jpg,299,169,pothole,141,71,217,103
61.jpg,299,169,pothole,220,15,297,83
61.jpg,299,169,pothole,6,45,55,102
61.jpg,299,169,pothole,91,1,122,13
61.jpg,299,169,pothole,86,140,111,155
61.jpg,299,169,pothole,45,109,82,167
62.jpg,283,178,pothole,31,71,134,125
62.jpg,283,178,pothole,84,130,283,177
62.jpg,283,178,pothole,214,68,283,86
63.jpg,265,190,pothole,117,102,218,161
64.jpg,300,168,pothole,215,74,289,138
64.jpg,300,168,pothole,76,141,118,168
